gca	name	taxonomy	annotation_method	version_info	N50	fasta_file	gff_file
GCA_000143565	Laccaria_GCF_000143565.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Hydnangiaceae;Laccaria;Laccaria bicolor;Laccaria bicolor S238N-H82	NCBI RefSeq	GCF_000143565.1	825229	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_000143565.1_V1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_000143565.1_V1.0_genomic.gff
GCA_001720245	Cryptococcus_GCA_001720245.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus depauperatus;Cryptococcus depauperatus CBS 7855	funannotate	GCA_001720245.1	881270	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001720245/GCA_001720245.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001720245/gene_prediction_results/predict_results/GCA_001720245.gff3
GCA_000349905	Volvariella_GCA_000349905.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Pluteineae;Pluteaceae;Volvariella;Volvariella volvacea;Volvariella volvacea V23	funannotate	GCA_000349905.1	929502	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000349905/GCA_000349905.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000349905/gene_prediction_results/predict_results/GCA_000349905.gff3
GCA_000827465	Tulasnella_GCA_000827465.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella calospora;Tulasnella calospora MUT 4182	NCBI GenBank	GCA_000827465.1	139404	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827465.1_Tulasnella_calospora_AL13_4D_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827465.1_Tulasnella_calospora_AL13_4D_v1.0_genomic.gff
GCA_002102565	Kockovaella_GCF_002102565.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cuniculitremaceae;Kockovaella;Kockovaella imperatae	NCBI RefSeq	GCF_002102565.1	1071374	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_002102565.1_Kocim1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_002102565.1_Kocim1_genomic.gff
GCA_001632375	Exidia_GCA_001632375.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Auriculariales;Exidiaceae;Exidia;Exidia glandulosa;Exidia glandulosa HHB12029	NCBI GenBank	GCA_001632375.1	111123	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_001632375.1_Exigl1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_001632375.1_Exigl1_genomic.gff
GCA_000987905	Tremella_GCA_000987905.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella fuciformis	funannotate	GCA_000987905.1	18541	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000987905/GCA_000987905.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000987905/gene_prediction_results/predict_results/GCA_000987905.gff3
GCA_000442785	Papiliotrema_GCA_000442785.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Rhynchogastremaceae;Papiliotrema;Papiliotrema flavescens;Papiliotrema flavescens NRRL Y-50378	funannotate	GCA_000442785.1	71416	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000442785/GCA_000442785.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_000442785/gene_prediction_results/predict_results/GCA_000442785.gff3
GCA_000827265	Collybiopsis_GCA_000827265.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Marasmiineae;Omphalotaceae;Collybiopsis;Collybiopsis luxurians;Collybiopsis luxurians FD-317 M1	NCBI GenBank	GCA_000827265.1	633788	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827265.1_Gymlu1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827265.1_Gymlu1_genomic.gff
GCA_001599735	Naganishia_GCA_001599735.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia albida	funannotate	GCA_001599735.1	975698	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599735/GCA_001599735.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001599735/gene_prediction_results/predict_results/GCA_001599735.gff3
GCA_900291925	Thecaphora_GCA_900291925.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Glomosporiaceae;Thecaphora;Thecaphora thlaspeos	funannotate	GCA_900291925.1	863537	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_900291925/GCA_900291925.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_900291925/gene_prediction_results/predict_results/GCA_900291925.gff3
GCA_000827215	Sphaerobolus_GCA_000827215.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Phallomycetidae;Geastrales;Sphaerobolaceae;Sphaerobolus;Sphaerobolus stellatus;Sphaerobolus stellatus SS14	NCBI GenBank	GCA_000827215.1	467145	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827215.1_Sphst1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827215.1_Sphst1_genomic.gff
GCA_002806785	Rhodotorula_GCA_002806785.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula mucilaginosa	funannotate	GCA_002806785.1	902901	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002806785/GCA_002806785.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002806785/gene_prediction_results/predict_results/GCA_002806785.gff3
GCA_002794775	Porodaedalea_GCA_002794775.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Hymenochaetales;Hymenochaetaceae;Porodaedalea;Porodaedalea pini	funannotate	GCA_002794775.1	569242	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002794775/GCA_002794775.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_002794775/gene_prediction_results/predict_results/GCA_002794775.gff3
GCA_900000165	Ceraceosorus_GCA_900000165.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Ceraceosorales;Ceraceosoraceae;Ceraceosorus;Ceraceosorus bombacis	NCBI GenBank	GCA_900000165.1	753147	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_900000165.1_Ceraceosorus_bombacis_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_900000165.1_Ceraceosorus_bombacis_genomic.gff
GCA_003116875	Takashimella_GCA_003116875.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;Takashimella;Takashimella koratensis	funannotate	GCA_003116875.1	1452023	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003116875/GCA_003116875.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003116875/gene_prediction_results/predict_results/GCA_003116875.gff3
GCA_003144235	Violaceomyces_GCA_003144235.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Violaceomycetales;Violaceomycetaceae;Violaceomyces;Violaceomyces palustris	NCBI GenBank	GCA_003144235.1	35154	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_003144235.1_Ustsp1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_003144235.1_Ustsp1_genomic.gff
GCA_001632425	Neolentinus_GCA_001632425.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Gloeophyllales;Gloeophyllaceae;Neolentinus;Neolentinus lepideus;Neolentinus lepideus HHB14362 ss-1	NCBI GenBank	GCA_001632425.1	374596	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_001632425.1_Neole1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_001632425.1_Neole1_genomic.gff
GCA_003314125	Hygrophorus_GCA_003314125.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Hygrophorineae;Hygrophoraceae;Hygrophorus;Hygrophorus russula	funannotate	GCA_003314125.1	29245	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003314125/GCA_003314125.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003314125/gene_prediction_results/predict_results/GCA_003314125.gff3
GCA_000827425	Scleroderma_GCA_000827425.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Boletales;Sclerodermatineae;Sclerodermataceae;Scleroderma;Scleroderma citrinum;Scleroderma citrinum Foug A	NCBI GenBank	GCA_000827425.1	230839	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827425.1_Scleroderma_citrinum_Foug_A_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827425.1_Scleroderma_citrinum_Foug_A_v1.0_genomic.gff
GCA_000827315	Piloderma_GCA_000827315.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Atheliales;Atheliaceae;Piloderma;Piloderma croceum;Piloderma croceum F 1598	NCBI GenBank	GCA_000827315.1	470981	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827315.1_Piloderma_croceum_F_1598_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827315.1_Piloderma_croceum_F_1598_v1.0_genomic.gff
GCA_000827355	Hebeloma_GCA_000827355.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Hymenogastraceae;Hebeloma;Hebeloma cylindrosporum;Hebeloma cylindrosporum h7	NCBI GenBank	GCA_000827355.1	1049130	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0_genomic.gff
GCA_003313825	Sarcodon_GCA_003313825.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Thelephorales;Thelephoraceae;Sarcodon;Sarcodon aspratus	funannotate	GCA_003313825.1	32748	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003313825/GCA_003313825.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003313825/gene_prediction_results/predict_results/GCA_003313825.gff3
GCA_001683735	Grifola_GCA_001683735.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Polyporales;Grifolaceae;Grifola;Grifola frondosa	NCBI GenBank	GCA_001683735.1	1810445	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_001683735.1_ASM168373v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_001683735.1_ASM168373v1_genomic.gff
GCA_003144125	Testicularia_GCA_003144125.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Anthracoideaceae;Testicularia;Testicularia cyperi	NCBI GenBank	GCA_003144125.1	1379171	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_003144125.1_Tescy1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_003144125.1_Tescy1_genomic.gff
GCA_003144295	Acaromyces_GCF_003144295.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiales;Cryptobasidiaceae;Acaromyces;Acaromyces ingoldii	NCBI RefSeq	GCF_003144295.1	3161067	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_003144295.1_Acain1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_003144295.1_Acain1_genomic.gff
GCA_003144205	Meira_GCF_003144205.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira;Meira miltonrushii	NCBI RefSeq	GCF_003144205.1	4535577	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_003144205.1_Meimi1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_003144205.1_Meimi1_genomic.gff
GCA_001600615	Dioszegia_GCA_001600615.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;Dioszegia crocea	funannotate	GCA_001600615.1	1947947	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600615/GCA_001600615.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600615/gene_prediction_results/predict_results/GCA_001600615.gff3
GCA_000711695	Tilletiaria_GCF_000711695.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Georgefischeriales;Tilletiariaceae;Tilletiaria;Tilletiaria anomala;Tilletiaria anomala UBC 951	NCBI RefSeq	GCF_000711695.1	127254	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.gff
GCA_001600015	Solicoccozyma_GCA_001600015.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;Solicoccozyma phenolica	funannotate	GCA_001600015.1	960315	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600015/GCA_001600015.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_001600015/gene_prediction_results/predict_results/GCA_001600015.gff3
GCA_000264905	Stereum_GCF_000264905.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Russulales;Stereaceae;Stereum;Stereum hirsutum;Stereum hirsutum FP-91666 SS1	NCBI RefSeq	GCF_000264905.1	1781964	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_FASTAs/GCF_000264905.1_Stehi1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCF_GFFs/GCF_000264905.1_Stehi1_genomic.gff
GCA_003314395	Albatrellus_GCA_003314395.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Russulales;Albatrellaceae;Albatrellus;Albatrellus ellisii	funannotate	GCA_003314395.1	19617	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003314395/GCA_003314395.cleaned.sorted.masked.fa	/workspace/local/rauf/multicellularity_and_bgcs/funannotate_new_genomes/final_results/GCA_003314395/gene_prediction_results/predict_results/GCA_003314395.gff3
GCA_002105065	Naematelia_GCA_002105065.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Naemateliaceae;Naematelia;Naematelia encephala	NCBI GenBank	GCA_002105065.1	209500	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/UFCG_Selections/Genomes/GCA_002105065.1_Treen1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Redo_Fungal_Analysis/Gene_Calling_for_New_Genomes/GCA_GFFs/GCA_002105065.1_Treen1_genomic.gff
